0.000000, 0.275148
0.000000, 0.275148
1.000000, 0.999798
1.000000, 0.999748
0.000000, 0.275148
0.000000, 0.275157
1.000000, 0.999792
1.000000, 0.999614
1.000000, 0.999187
1.000000, 0.999749
0.000000, 0.275152
1.000000, 0.996146
1.000000, 0.999462
1.000000, 0.990938
1.000000, 0.995244
0.000000, 0.275149
0.000000, 0.275149
0.000000, 0.275149
0.000000, 0.275149
0.000000, 0.275152
0.000000, 0.275148
1.000000, 0.999749
1.000000, 0.999207
1.000000, 0.999877
1.000000, 0.997565
0.000000, 0.275150
1.000000, 0.999823
0.000000, 0.275149
1.000000, 0.983560
1.000000, 0.999604
0.000000, 0.275148
1.000000, 0.999718
1.000000, 0.998622
0.000000, 0.275152
1.000000, 0.999871
1.000000, 0.992444
1.000000, 0.999889
1.000000, 0.275149
1.000000, 0.998947
1.000000, 0.999560
1.000000, 0.999884
0.000000, 0.275148
1.000000, 0.998912
1.000000, 0.999668
1.000000, 0.998848
0.000000, 0.275148
1.000000, 0.998984
1.000000, 0.998153
0.000000, 0.275152
1.000000, 0.998750
0.000000, 0.275149
1.000000, 0.995062
0.000000, 0.275153
0.000000, 0.275150
1.000000, 0.998987
1.000000, 0.999749
0.000000, 0.275152
0.000000, 0.275149
0.000000, 0.275243
0.000000, 0.275148
0.000000, 0.275149
0.000000, 0.275148
0.000000, 0.275148
1.000000, 0.998050
1.000000, 0.999792
0.000000, 0.275149
0.000000, 0.275150
0.000000, 0.275150
1.000000, 0.999010
0.000000, 0.275148
0.000000, 0.275149
1.000000, 0.996544
1.000000, 0.999140
1.000000, 0.989664
1.000000, 0.999452
1.000000, 0.999306
0.000000, 0.275151
1.000000, 0.999671
1.000000, 0.999453
0.000000, 0.275149
0.000000, 0.275148
1.000000, 0.999486
1.000000, 0.999872
1.000000, 0.999662
1.000000, 0.999779
0.000000, 0.275149
1.000000, 0.999732
1.000000, 0.989364
0.000000, 0.275149
0.000000, 0.275149
1.000000, 0.999887
0.000000, 0.275148
0.000000, 0.275180
0.000000, 0.275148
0.000000, 0.275149
0.000000, 0.275148
0.000000, 0.275148
1.000000, 0.999756
1.000000, 0.999636
1.000000, 0.996499
0.000000, 0.275149
0.000000, 0.275148
0.000000, 0.275153
1.000000, 0.999445
0.000000, 0.275148
1.000000, 0.999672
0.000000, 0.275149
1.000000, 0.999450
0.000000, 0.275153
1.000000, 0.999828
1.000000, 0.997313
0.000000, 0.275149
1.000000, 0.999734
1.000000, 0.999401
1.000000, 0.999597
1.000000, 0.999620
1.000000, 0.999052
1.000000, 0.999748
0.000000, 0.275149
0.000000, 0.275148
1.000000, 0.999668
1.000000, 0.999800
1.000000, 0.998719
0.000000, 0.275155
1.000000, 0.999075
1.000000, 0.999654
1.000000, 0.999352
0.000000, 0.275148
1.000000, 0.999461
0.000000, 0.275154
1.000000, 0.999126
1.000000, 0.999521
1.000000, 0.998902
1.000000, 0.996529
1.000000, 0.999694
0.000000, 0.275148
1.000000, 0.999716
0.000000, 0.275148
1.000000, 0.998533
1.000000, 0.998504
0.000000, 0.275151
1.000000, 0.998380
1.000000, 0.999275
1.000000, 0.999659
1.000000, 0.999889
1.000000, 0.996237
1.000000, 0.999854
0.000000, 0.275149
0.000000, 0.275150
0.000000, 0.275156
0.000000, 0.275148
0.000000, 0.275149
1.000000, 0.999420
1.000000, 0.999794
1.000000, 0.999780
0.000000, 0.275148
0.000000, 0.275149
0.000000, 0.275148
0.000000, 0.275152
0.000000, 0.275169
0.000000, 0.275155
1.000000, 0.999482
0.000000, 0.275151
1.000000, 0.999649
0.000000, 0.275167
0.000000, 0.275156
1.000000, 0.999755
0.000000, 0.275161
1.000000, 0.999201
1.000000, 0.999734
1.000000, 0.999659
0.000000, 0.275151
0.000000, 0.275150
0.000000, 0.275266
1.000000, 0.999399
1.000000, 0.999736
0.000000, 0.275148
1.000000, 0.999753
1.000000, 0.999277
1.000000, 0.999019
1.000000, 0.999557
1.000000, 0.999803
1.000000, 0.999800
0.000000, 0.275149
0.000000, 0.275151
1.000000, 0.999642
1.000000, 0.999719
1.000000, 0.999239
0.000000, 0.275149
1.000000, 0.999081
0.000000, 0.275151
0.000000, 0.275150
0.000000, 0.275151
0.000000, 0.275149
0.000000, 0.275148
0.000000, 0.275252
1.000000, 0.998372
0.000000, 0.275150
1.000000, 0.998713
0.000000, 0.275171
0.000000, 0.275149
1.000000, 0.999475
0.000000, 0.275156
1.000000, 0.998958
1.000000, 0.999450
0.000000, 0.275149
0.000000, 0.275150
0.000000, 0.275161
1.000000, 0.999800
0.000000, 0.275199
1.000000, 0.999785
0.000000, 0.275150
1.000000, 0.999821
1.000000, 0.999741
0.000000, 0.275151
0.000000, 0.275148
0.000000, 0.275148
0.000000, 0.275158
1.000000, 0.999677
1.000000, 0.994721
0.000000, 0.275151
1.000000, 0.999779
1.000000, 0.999717
1.000000, 0.999825
0.000000, 0.275149
0.000000, 0.275148
0.000000, 0.275148
0.000000, 0.275149
1.000000, 0.999737
1.000000, 0.999622
1.000000, 0.998974
0.000000, 0.275152
1.000000, 0.996664
1.000000, 0.999748
0.000000, 0.275153
0.000000, 0.275150
0.000000, 0.275151
0.000000, 0.275149
0.000000, 0.275149
1.000000, 0.995731
1.000000, 0.999670
0.000000, 0.275149
0.000000, 0.275149
1.000000, 0.999887
1.000000, 0.999678
1.000000, 0.999007
1.000000, 0.999430
1.000000, 0.999526
0.000000, 0.275148
0.000000, 0.275156
1.000000, 0.999263
1.000000, 0.999653
0.000000, 0.275149
0.000000, 0.275148
1.000000, 0.999836
0.000000, 0.275149
1.000000, 0.999296
1.000000, 0.997355
0.000000, 0.275149
1.000000, 0.999079
0.000000, 0.275154
0.000000, 0.275155
1.000000, 0.998335
1.000000, 0.998919
0.000000, 0.275148
1.000000, 0.958258
0.000000, 0.275154
1.000000, 0.989534
0.000000, 0.275148
0.000000, 0.275149
0.000000, 0.275151
0.000000, 0.276065
1.000000, 0.999678
0.000000, 0.275148
1.000000, 0.999638
1.000000, 0.999654
1.000000, 0.999409
1.000000, 0.991224
1.000000, 0.999749
1.000000, 0.998454
1.000000, 0.999395
1.000000, 0.999684
0.000000, 0.275191
1.000000, 0.992444
1.000000, 0.992444
0.000000, 0.275148
1.000000, 0.998185
0.000000, 0.275149
0.000000, 0.275150
1.000000, 0.999680
1.000000, 0.999845
1.000000, 0.999739
0.000000, 0.275148
0.000000, 0.275164
0.000000, 0.275149
1.000000, 0.998945
1.000000, 0.999713
1.000000, 0.999806
1.000000, 0.999625
1.000000, 0.998770
0.000000, 0.275153
0.000000, 0.275156
1.000000, 0.999276
1.000000, 0.998575
0.000000, 0.275148
1.000000, 0.999797
